Product_ID,Name,Category,Sub-category,Supplier_ID,Cost,Product Specifications,Ratings,Reviews
P00646,Casual Summer Dress,Fashion,Trendy Clothing,SUP118,59.99,"Breathable fabric, Various sizes",4.7,Stylish and comfortable for summer
P00647,Grain-Free Pet Food,Pets,Pet Health Products,SUP119,39.99,"Fish and sweet potato, 10kg",4.8,Nutritious and tasty for pets
P00648,Induction Cooktop,Kitchenware,Cooking Appliances,SUP120,139.99,"Portable, Touch controls",4.9,Efficient and easy to operate
P00649,Expedition Sleeping Bag Pro,Outdoor,Camping Gear,SUP111,89.99,"Extreme cold, Down filled",4.7,Superior warmth and comfort
P00650,Antique Literature Deluxe Collection,Books,Rare Books,SUP112,150.99,"Hardcover, Gold leaf pages",4.9,Luxurious and historical
P00651,Advanced Aquarium Kit,Pets,Aquarium Supplies,SUP113,79.99,"30L tank, Advanced filter",4.8,Perfect for enthusiasts
P00652,Electric Car Jack,Auto,Car Maintenance Tools,SUP114,119.99,"Automatic, 3-ton capacity",4.6,Fast and effortless lifting
P00653,Eco-Friendly Detergent Plus,Home Goods,Eco-Friendly Home Products,SUP115,18.99,"Concentrated, 3L",4.7,"Long-lasting, eco-friendly"
P00654,Exotic Himalayan Salt Blend,Food,Exotic Spices,SUP116,10.99,"Mixed flavors, 750g",4.8,"Unique taste, mineral-rich"
P00655,Ultimate Woodworking Kit,Tools,Woodworking Tools,SUP117,149.99,"Comprehensive set, Premium case",4.7,"All-in-one, professional quality"
P00656,Trendy Sneakers Limited Edition,Fashion,Trendy Clothing,SUP118,89.99,"Designer, Limited sizes",4.6,Exclusive and fashionable
P00657,Organic Pet Food Premium,Pets,Pet Food,SUP119,34.99,"Grain-free, Lamb, 5kg",4.8,"Premium quality, pet-friendly"
P00658,Blender Pro,Kitchenware,Kitchen Gadgets,SUP120,109.99,"1000W, Multi-function",4.9,"More power, more options"
P00659,Insulated Water Bottle,Outdoor,Camping Gear,SUP111,19.99,"Stainless steel, 1L",4.7,Keeps liquids hot or cold
P00660,Rare Comics Edition,Books,Collectibles,SUP112,29.99,"Signed, Limited edition",4.9,"Collectible, high value"
P00661,Deluxe Marine Light Kit,Pets,Marine Equipment,SUP113,99.99,"Full spectrum, Adjustable",4.8,Optimal for coral growth
P00662,Advanced Scan Tool,Auto,Automotive Supplies,SUP114,179.99,"Wi-Fi enabled, Comprehensive diagnostics",4.7,"Professional quality, versatile"
P00663,Zero-Waste Paper Towels,Home Goods,Cleaning Supplies,SUP115,9.99,"Reusable, Organic cotton",4.6,"Sustainable, washable"
P00664,Premium Gourmet Pepper Set,Food,Seasoning Blends,SUP116,17.99,"Rare blends, 3-pack grinder",4.9,"Exquisite flavors, gourmet choice"
P00665,Pro Circular Saw,Tools,Workshop Equipment,SUP117,139.99,"Cordless, Laser guide",4.8,"Accurate, powerful, portable"
P00666,High-End Fashion Backpack,Fashion,Fashion Accessories,SUP118,69.99,"Designer, Water-resistant",4.8,Luxury and utility combined
P00667,Special Diet Pet Food,Pets,Pet Health Products,SUP119,15.99,"Hypoallergenic, 2kg",4.7,For pets with sensitivities
P00668,Smart Induction Cooktop,Kitchenware,Cooking Appliances,SUP120,169.99,"Wi-Fi enabled, Voice control",4.9,"High-tech, convenient cooking"
P00669,Lightweight Expedition Bag,Outdoor,Camping Gear,SUP111,69.99,"3-season, Compact",4.6,Ideal for backpacking
P00670,Vintage Deluxe Book Set,Books,Rare Books,SUP112,180.99,"Collector's set, Illustrated",5.0,"Magnificent, rare collection"
P00671,Marine Tank Upgrade Kit,Pets,Marine Equipment,SUP113,119.99,"Advanced filtration, 60L",4.9,Superior setup for marine life
P00672,Ultimate Car Maintenance Kit,Auto,Car Maintenance Tools,SUP114,129.99,"Complete set, Portable case",4.6,"All-in-one, convenient"
P00673,Biodegradable Laundry Pods,Home Goods,Eco-Friendly Home Products,SUP115,19.99,"Pre-measured, 30-count",4.7,"Hassle-free, earth-friendly"
P00674,Spice Blend Collection,Food,Exotic Spices,SUP116,22.99,"Global flavors, 6-pack",4.9,"Culinary adventure, premium quality"
P00675,Professional Woodworking Station,Tools,Woodworking Tools,SUP117,199.99,"All-purpose, Precision tools",4.8,"Workshop essential, top-grade"
P00676,Seasonal Fashion Collection,Fashion,Trendy Clothing,SUP118,99.99,"Limited edition, Assorted sizes",4.7,"Trendsetting, exclusive designs"
P00677,Premium Organic Pet Food,Pets,Pet Food,SUP119,44.99,"Organic, Beef, 10kg",4.9,"Top quality, pet-approved"
P00678,Gourmet Multi-Cooker,Kitchenware,Kitchen Gadgets,SUP120,159.99,"Multiple functions, Large capacity",4.9,"Cooks everything, user-friendly"
P00679,Smart HD TV,Electronics,Home Theater,SUP01,599.99,"4K, 55-inch, Smart features",4.7,"High-quality image, user-friendly interface"
P00680,Wireless Soundbar,Electronics,Home Theater,SUP01,179.99,"Bluetooth, Surround sound",4.6,"Rich sound, sleek design"
P00681,Home Cinema System,Electronics,Home Theater,SUP01,899.99,"5.1 Channel, 4K Upscaling",4.8,"Immersive experience, easy setup"
P00682,Streaming Media Player,Electronics,Home Theater,SUP01,129.99,"4K HDR, Voice control",4.5,Versatile and fast streaming
P00683,Blu-ray Player,Electronics,Home Theater,SUP01,249.99,"4K, High-speed loading",4.7,Superior picture quality
P00684,Ultra Short Throw Projector,Electronics,Home Theater,SUP01,1099.99,"1080p, 1500 lumens",4.9,"Bright and clear, space-saving"
P00685,Virtual Reality Headset,Electronics,Home Theater,SUP01,399.99,"Wireless, HD visuals",4.6,Immersive gaming and movies
P00686,Smart Lighting Kit,Electronics,Home Theater,SUP01,199.99,"Color changing, App control",4.5,Enhances movie watching experience
P00687,Universal Remote,Electronics,Home Theater,SUP01,59.99,"Touchscreen, Programmable",4.4,Convenient and user-friendly
P00688,Home Theater Recliner,Electronics,Home Theater,SUP01,749.99,"Leather, Built-in speakers",4.7,"Ultimate comfort, integrated audio"
P00689,Compression Leggings,Sports,Fitness Clothing,SUP81,39.99,"Moisture-wicking, Stretch fabric",4.6,Supportive and comfortable
P00690,Running T-shirt,Sports,Fitness Clothing,SUP81,24.99,"Breathable, Quick-dry",4.5,Lightweight and keeps you dry
P00691,Sports Bra,Sports,Fitness Clothing,SUP81,34.99,"High support, Padded",4.7,Comfortable for intense workouts
P00692,Athletic Shorts,Sports,Fitness Clothing,SUP81,29.99,"Flexible, Sweat-wicking",4.5,Great for running and gym
P00693,Workout Tank Top,Sports,Fitness Clothing,SUP81,22.99,"Soft fabric, Loose fit",4.4,Stylish and functional
P00694,Training Jacket,Sports,Fitness Clothing,SUP81,49.99,"Wind resistant, Reflective details",4.6,Perfect for outdoor workouts
P00695,Cross-Training Shoes,Sports,Fitness Clothing,SUP81,59.99,"Stable, Multi-directional grip",4.7,Durable and versatile for various workouts
P00696,Yoga Pants,Sports,Fitness Clothing,SUP81,42.99,"Stretchable, High-waist",4.8,Comfortable and perfect for yoga
P00697,Exercise Headband,Sports,Fitness Clothing,SUP81,14.99,"Non-slip, Sweat-absorbing",4.5,Keeps hair and sweat out of eyes
P00698,Fitness Gloves,Sports,Fitness Clothing,SUP81,19.99,"Padded, Grip enhancement",4.6,Protects hands during weightlifting
P00699,Superfood Smoothie Mix,Food,Health,SUP70,15.99,"Organic berries, Seeds, 500g",4.7,Nutrient-rich and delicious
P00700,Vegan Energy Bars,Food,Health,SUP70,3.49,"Plant-based, 12g protein, 5 bars",4.6,Great for on-the-go energy
P00701,Green Tea Extract,Food,Health,SUP70,18.99,"High antioxidants, 60 capsules",4.5,Boosts metabolism and health
P00702,Organic Almond Butter,Food,Health,SUP70,9.99,"Smooth, Unsweetened, 250g",4.8,Healthy and versatile spread
P00703,Chia Seeds,Food,Health,SUP70,7.99,"Natural, Fiber-rich, 500g",4.7,Perfect for smoothies and baking
P00704,Herbal Detox Tea,Food,Health,SUP70,12.99,"Caffeine-free, 20 tea bags",4.6,Cleansing and soothing
P00705,Whole Grain Oats,Food,Health,SUP70,4.99,"Gluten-free, Steel-cut, 1kg",4.7,Ideal for a hearty breakfast
P00706,Plant Protein Powder,Food,Health,SUP70,29.99,"Pea protein, Vanilla flavor, 1kg",4.8,"Builds muscle, dairy-free"
P00707,Organic Trail Mix,Food,Health,SUP70,6.99,"Nuts, Seeds, Dried fruit, 300g",4.5,Energizing and convenient snack
P00708,Natural Yogurt,Food,Health,SUP70,3.99,"Probiotic, Low-fat, 500ml",4.6,Great for digestion and health
P00709,Pro Aerial Drone,Tech,Drone Technology,SUP83,299.99,"4K camera, 30 min flight",4.7,Professional quality footage
P00710,Mini Drone,Tech,Drone Technology,SUP83,59.99,"Compact, 720p camera, 10 min flight",4.5,Great for beginners
P00711,Racing Drone,Tech,Drone Technology,SUP83,199.99,"High-speed, FPV, 20 min flight",4.8,Thrilling racing experience
P00712,Waterproof Drone,Tech,Drone Technology,SUP83,259.99,"Submersible, 1080p camera, 25 min flight",4.6,Perfect for underwater photography
P00713,Long Range Drone,Tech,Drone Technology,SUP83,349.99,"Extended range, 4K camera, 40 min flight",4.9,Ideal for exploration and long flights
P00714,Foldable Drone,Tech,Drone Technology,SUP83,179.99,"Portable, 1080p camera, 15 min flight",4.6,Convenient for travel
P00715,Night Vision Drone,Tech,Drone Technology,SUP83,399.99,"Infrared camera, 4K, 30 min flight",4.8,Suitable for night surveillance
P00716,Drone with VR Headset,Tech,Drone Technology,SUP83,249.99,"FPV via VR headset, 1080p, 20 min flight",4.7,Immersive flying experience
P00717,Photography Drone,Tech,Drone Technology,SUP83,279.99,"Stabilized camera, 12MP, 4K video, 30 min flight",4.8,Excellent for aerial photography
P00718,Selfie Drone,Tech,Drone Technology,SUP83,99.99,"Gesture control, 720p camera, 12 min flight",4.5,Ideal for capturing personal moments
P00719,Science Exploration Kit,Toys,Education,SUP35,34.99,"Ages 6-8, Experiments included",4.8,Stimulates scientific curiosity
P00720,Kids Puzzle Game,Toys,Education,SUP35,19.99,"Ages 4-6, Cognitive skills",4.6,Challenging and fun
P00721,Math Learning Toy,Toys,Education,SUP35,24.99,"Ages 5-7, Arithmetic practice",4.7,Interactive and educational
P00722,Geography Board Game,Toys,Education,SUP35,29.99,"Ages 7-9, World geography",4.7,Engaging and informative
P00723,Art and Craft Kit,Toys,Education,SUP35,26.99,"Ages 3-5, Creativity booster",4.6,Encourages artistic skills
P00724,Interactive Storybook,Toys,Education,SUP35,22.99,"Ages 4-6, Reading skills",4.8,"Fun stories, interactive"
P00725,Junior Music Set,Toys,Education,SUP35,39.99,"Ages 5-8, Musical instruments",4.7,Introduces music basics
P00726,Language Learning Toy,Toys,Education,SUP35,27.99,"Ages 6-8, Multiple languages",4.8,Promotes language skills
P00727,Solar System Model Kit,Toys,Education,SUP35,31.99,"Ages 7-10, Astronomy",4.9,Educational and interactive
P00728,Building Blocks Set,Toys,Education,SUP35,49.99,"Ages 4-7, Engineering skills",4.7,Creative and engaging
P00729,Artisan Coffee Blend,Food,Beverages,SUP76,24.99,"Whole bean, 500g",4.7,Rich and smooth flavor
P00730,Organic Herbal Tea,Food,Beverages,SUP76,14.99,"Caffeine-free, 30 bags",4.8,Calming and soothing
P00731,Green Tea Extract,Food,Beverages,SUP76,29.99,"Natural, 60 capsules",4.6,Energizing and healthy
P00732,Craft Beer Assortment,Food,Beverages,SUP76,34.99,"Mixed variety, 6-pack",4.7,Unique and diverse flavors
P00733,Fresh Juice Variety Pack,Food,Beverages,SUP76,18.99,"100% juice, 4 flavors",4.6,Fresh and natural taste
P00734,Fine Wine Selection,Food,Beverages,SUP76,49.99,"Red and white, 750ml each",4.8,Elegant and sophisticated
P00735,Sparkling Water,Food,Beverages,SUP76,12.99,"Carbonated, No sugar, 12-pack",4.5,Refreshing and light
P00736,Energy Drink Bulk Pack,Food,Beverages,SUP76,39.99,"Boosts energy, 24 cans",4.6,Powerful and effective
P00737,Detox Smoothie Mix,Food,Beverages,SUP76,22.99,"Superfoods blend, 400g",4.7,Nutritious and delicious
P00738,Cold Brew Coffee Kit,Food,Beverages,SUP76,27.99,"Smooth, Low acidity, 500g",4.8,"Easy to make, great taste"
P00739,Strategy Board Game,Games,Strategy,SUP88,49.99,"Complex tactics, Ages 12+",4.7,Challenging and engaging
P00740,Adventure Video Game,Games,Video Games,SUP88,59.99,"Open world, Multiple platforms",4.8,Exciting and immersive
P00741,Classic Card Game Set,Games,Card Games,SUP88,19.99,"Multiple decks, Family-friendly",4.6,Classic and fun for all
P00742,Interactive Puzzle Game,Games,Puzzles,SUP88,29.99,"3D challenges, Ages 10+",4.7,Brain-teasing and enjoyable
P00743,Fantasy Role-Playing Game,Games,Role-Playing,SUP88,69.99,"Detailed world, Ages 14+",4.9,Creative and captivating
P00744,Children's Educational Game,Games,Educational,SUP88,24.99,"Learning focused, Ages 4-8",4.8,Fun and educational
P00745,Virtual Reality Game,Games,VR Games,SUP88,79.99,"Immersive experience, VR headset required",4.9,Innovative and thrilling
P00746,Party Game Collection,Games,Party,SUP88,39.99,"Group games, Easy to learn",4.7,Perfect for social gatherings
P00747,Trivia Game Night,Games,Trivia,SUP88,34.99,"Multiple categories, Ages 12+",4.6,Entertaining and informative
P00748,Action Arcade Game,Games,Arcade,SUP88,54.99,"Fast-paced, High score challenge",4.7,Addictive and exciting
P00749,Stainless Steel Cleaner,Cleaning,Kitchen Cleaning,SUP65,14.99,"Non-abrasive, 500ml",4.6,Shines and protects
P00750,Window and Glass Cleaner,Cleaning,Household Tools,SUP65,13.99,"Streak-free, Ammonia-free",4.7,Clear and bright
P00751,Anti-Bacterial Bathroom Cleaner,Cleaning,Bathroom Supplies,SUP65,15.99,Kills 99.9% of bacteria,4.8,Hygienic and powerful
P00752,All-Purpose Floor Cleaner,Cleaning,Floor Care,SUP65,17.99,"Safe for all floors, 1L",4.5,Cleans and shines
P00753,Organic Dish Soap,Cleaning,Kitchen Cleaning,SUP65,9.99,"Gentle on hands, 750ml",4.7,Effective and natural
P00754,Laundry Detergent Pods,Cleaning,Laundry Supplies,SUP65,19.99,"Hypoallergenic, 40 pods",4.6,Convenient and gentle
P00755,Carpet Stain Remover,Cleaning,Carpet Care,SUP65,12.99,"Fast-acting, Safe for pets",4.7,Removes tough stains
P00756,Furniture Polish Spray,Cleaning,Furniture Care,SUP65,11.99,Nourishing wood formula,4.6,Shines and protects
P00757,Lemon-Scented Disinfectant Wipes,Cleaning,Disinfectants,SUP65,8.99,"Kills germs, 50 wipes",4.8,Convenient and refreshing
P00758,Natural Air Freshener,Cleaning,Air Care,SUP65,7.99,"Non-toxic, Essential oils",4.5,Pleasant and long-lasting
P00759,Travel Picnic Blanket,Leisure,Outdoor,SUP68,24.99,"Waterproof, Foldable",4.6,Compact and versatile
P00760,Outdoor Folding Chair,Leisure,Outdoor,SUP68,45.99,"Lightweight, Durable",4.5,Comfortable and easy to carry
P00761,Portable BBQ Grill,Leisure,Outdoor,SUP68,69.99,"Compact, Charcoal",4.7,Perfect for picnics and camping
P00762,Garden Swing Seat,Leisure,Outdoor,SUP68,149.99,"Wooden, 3-seater",4.8,Elegant and relaxing
P00763,Beach Umbrella,Leisure,Outdoor,SUP68,29.99,"UV Protection, Tilt mechanism",4.4,Great for sunny days
P00764,Camping Lantern,Leisure,Outdoor,SUP68,19.99,"LED, Rechargeable",4.6,Bright and long-lasting
P00765,Yoga Mat,Leisure,Outdoor,SUP68,32.99,"Non-slip, Eco-friendly",4.7,Durable and comfortable
P00766,Inflatable Pool Float,Leisure,Outdoor,SUP68,14.99,"Fun designs, Easy to inflate",4.5,Fun and relaxing
P00767,Outdoor Fire Pit,Leisure,Outdoor,SUP68,89.99,"Steel construction, Mesh cover",4.7,Perfect for gatherings
P00768,Bird Watching Binoculars,Leisure,Outdoor,SUP68,54.99,"High magnification, Waterproof",4.6,Clear view and durable
P00769,Compact Travel Adapter,Travel,Accessories,SUP35,24.99,"Universal, USB ports",4.8,Convenient and versatile
P00770,Luxury Travel Kit,Travel,Gear,SUP45,49.99,"Includes sleep mask, earplugs",4.6,Essential for comfortable travel
P00771,Lightweight Camping Tent,Travel,Outdoor,SUP45,129.99,"2-person, Easy setup",4.7,Perfect for hiking trips
P00772,Rolling Duffel Bag,Travel,Luggage,SUP36,79.99,"Large capacity, Wheeled",4.5,Great for long trips
P00773,Electronic Luggage Scale,Travel,Accessories,SUP35,15.99,"Digital, Compact",4.6,Accurate and easy to use
P00774,Solar Charger Backpack,Travel,Gear,SUP45,89.99,"Built-in solar panel, USB charging",4.7,Eco-friendly and practical
P00775,Travel First Aid Kit,Travel,Outdoor,SUP45,29.99,"Comprehensive, Portable",4.8,Must-have for outdoor adventures
P00776,Designer Travel Wallet,Travel,Accessories,SUP35,34.99,"Leather, Multiple compartments",4.7,Stylish and functional
P00777,Portable Coffee Maker,Travel,Gear,SUP45,59.99,"Compact, Battery operated",4.6,Great for coffee lovers on the go
P00778,Foldable Water Bottle,Travel,Accessories,SUP35,12.99,"Silicone, Leakproof",4.5,Space-saving and convenient
P00779,Classic Violin,Music,Instruments,SUP51,299.99,"Full size, Handcrafted",4.8,"Rich sound, excellent craftsmanship"
P00780,Bass Guitar,Music,Instruments,SUP51,349.99,"4-string, Solid body",4.7,"Deep tones, high quality"
P00781,Drum Set,Music,Instruments,SUP51,499.99,"5-piece, High-grade cymbals",4.9,"Professional sound, durable"
P00782,Electric Keyboard,Music,Instruments,SUP51,199.99,"61 keys, Multiple sound effects",4.6,Versatile and user-friendly
P00783,Ukulele,Music,Instruments,SUP51,99.99,"Soprano, Mahogany",4.7,"Warm tones, portable"
P00784,Digital Piano,Music,Instruments,SUP51,599.99,"88 weighted keys, Built-in speakers",4.9,"Authentic feel, excellent sound"
P00785,Classical Harmonica,Music,Instruments,SUP51,29.99,"10 holes, Stainless steel",4.5,"Clear sound, easy to play"
P00786,Professional Saxophone,Music,Instruments,SUP51,699.99,"Alto, Brass body",4.8,"Rich sound, precision crafted"
P00787,Electronic Drum Pad,Music,Instruments,SUP51,249.99,"Portable, USB connectivity",4.7,Great for practice and performance
P00788,Mandolin,Music,Instruments,SUP51,179.99,"8-string, Rosewood",4.6,"Crisp sound, traditional design"
P00789,RC Racing Car,Toys & Games,Remote Control,SUP106,49.99,"High-speed, Rechargeable",4.6,Fast and durable for all ages
P00790,Wooden Puzzle Set,Toys & Games,Puzzles,SUP106,29.99,"Handcrafted, Eco-friendly",4.7,Creative and educational
P00791,Interactive Science Kit,Toys & Games,Educational,SUP106,54.99,"STEM learning, Ages 8+",4.8,Promotes scientific curiosity
P00792,Classic Chess Set,Toys & Games,Board Games,SUP106,39.99,"Wooden, Timeless design",4.9,Elegant and intellectual game
P00793,Children's Play Tent,Toys & Games,Outdoor,SUP106,59.99,"Easy setup, Durable",4.5,Perfect for imaginative play
P00794,Junior Robotics Kit,Toys & Games,Educational,SUP106,69.99,"Build and program, Ages 10+",4.8,Fosters creativity in technology
P00795,Magnetic Building Blocks,Toys & Games,Educational,SUP106,34.99,"Safe, Colorful, Ages 3-6",4.7,Stimulates early learning and motor skills
P00796,Tabletop Air Hockey,Toys & Games,Family,SUP106,89.99,"Compact, Electric scoring",4.6,Fun and competitive for all ages
P00797,DIY Craft Kit,Toys & Games,Crafts,SUP106,24.99,"Variety of materials, Ages 7+",4.7,Encourages artistic expression
P00798,Remote Control Drone,Toys & Games,Remote Control,SUP106,99.99,"HD Camera, Easy to fly",4.9,Exciting and high-tech fun
P00799,Action Figure Set,Toys & Games,Collectibles,SUP106,49.99,"Collectible, Detailed designs",4.5,Great for collectors and kids
P00800,Electronic Keyboard,Toys & Games,Musical,SUP106,79.99,"Multi-function, Recording feature",4.8,Encourages musical talent
P00801,Virtual Reality Game Set,Toys & Games,Electronics,SUP106,149.99,"Immersive experience, Ages 12+",4.9,Cutting-edge gaming technology
P00802,Science Experiment Lab,Toys & Games,Educational,SUP106,59.99,"Safe experiments, Ages 9+",4.7,Inspires learning and discovery
P00803,Outdoor Adventure Kit,Toys & Games,Outdoor,SUP106,44.99,"Binoculars, Compass, Ages 6+",4.6,Encourages exploration and nature love
P00804,Silk Fabric Roll,Fabrics,Textiles,SUP63,79.99,"Pure silk, 10 yards",4.8,Luxurious and smooth
P00805,Cotton Quilting Fabric,Fabrics,Textiles,SUP63,34.99,"100% cotton, Assorted colors, 5 yards",4.7,Perfect for quilting projects
P00806,Upholstery Fabric Set,Fabrics,Textiles,SUP63,49.99,"Durable, Mixed patterns, 5 yards",4.5,Ideal for furniture and home decor
P00807,Wool Blend Fabric,Fabrics,Textiles,SUP63,69.99,"Wool blend, 8 yards",4.6,Warm and versatile for clothing
P00808,Organic Linen Fabric,Fabrics,Textiles,SUP63,44.99,"Eco-friendly, Natural color, 6 yards",4.7,Sustainable and high-quality for sewing
P00809,Deluxe Scrapbooking Kit,Crafts,Scrapbooking,SUP85,34.99,"Assorted papers, Stickers, Tools",4.6,Perfect for memory keeping
P00810,Crochet Set,Crafts,Sewing Supplies,SUP63,19.99,"Hooks, Yarn variety, Patterns",4.7,Ideal for beginners and pros
P00811,DIY Jewelry Making Kit,Crafts,Jewelry,SUP85,45.99,"Beads, Wires, Tools",4.8,Create unique pieces
P00812,Professional Calligraphy Set,Crafts,Materials,SUP85,49.99,"Nibs, Inks, Guidebook",4.9,Elegant and versatile
P00813,Quilting Kit,Crafts,Sewing Supplies,SUP63,59.99,"Fabrics, Templates, Tools",4.7,Comprehensive set for quilting
P00814,Woodworking Craft Kit,Crafts,Woodworking,SUP85,69.99,"Wood pieces, Tools, Patterns",4.8,Great for DIY projects
P00815,Leather Crafting Set,Crafts,Materials,SUP85,79.99,"Leather pieces, Tools, Dyes",4.7,For custom leather works
P00816,DIY Pottery Kit,Crafts,Ceramics,SUP85,99.99,"Clay, Tools, Paints",4.9,Fun and creative pottery making
P00817,Glass Etching Kit,Crafts,Glasswork,SUP85,39.99,"Etching cream, Stencils, Tools",4.6,Create personalized glass art
P00818,Advanced Embroidery Kit,Crafts,Sewing Supplies,SUP63,29.99,"Threads, Patterns, Hoops",4.8,Detailed and vibrant designs
P00819,Compact Dishwasher,Appliances,Kitchenware,SUP14,499.99,"Energy-efficient, 6 settings",4.3,Space-saving and effective
P00820,Electric Toaster,Appliances,Kitchen,SUP04,29.99,"4-slice, Multiple browning levels",4.2,Convenient and consistent
P00821,Smart Microwave Oven,Appliances,Kitchen,SUP14,199.99,"Wi-Fi enabled, Voice control",4.5,High-tech and user-friendly
P00822,Electric Pressure Cooker,Appliances,Kitchenware,SUP14,89.99,"6 Qt, Multiple programs",4.6,"Fast cooking, versatile"
P00823,Double Door Refrigerator,Appliances,Kitchen,SUP04,599.99,"350L, Frost-free, Energy-saving",4.4,Spacious and efficient design
P00824,Convection Oven,Appliances,Kitchenware,SUP14,159.99,"Countertop, Multi-function",4.5,Versatile and easy to use
P00825,Coffee Maker,Appliances,Kitchen,SUP14,69.99,"Programmable, 12-cup capacity",4.3,Perfect coffee every time
P00826,Food Processor,Appliances,Kitchenware,SUP14,99.99,"Multi-purpose, Various attachments",4.6,Time-saving and efficient
P00827,Air Fryer,Appliances,Kitchenware,SUP14,149.99,"Healthier frying, Easy clean",4.7,Crispy food with less oil
P00828,Wine Cooler,Appliances,Kitchen,SUP04,249.99,"Temperature control, 12 bottles",4.5,Elegant and practical
P00829,Electric Griddle,Appliances,Kitchenware,SUP14,59.99,"Large surface, Non-stick",4.4,Great for family breakfasts
P00830,Induction Cooktop,Appliances,Kitchen,SUP14,129.99,"Portable, Efficient heating",4.6,Safe and fast cooking
P00831,Slow Cooker,Appliances,Kitchenware,SUP14,49.99,"6 Qt, Programmable",4.5,Convenient for busy lifestyles
P00832,Steam Iron,Appliances,Kitchen,SUP04,39.99,"High steam output, Durable",4.3,Effective for all fabrics
P00833,Bread Maker,Appliances,Kitchenware,SUP14,109.99,"Automatic, Various settings",4.7,Homemade bread easily
P00834,Vacuum Sealer,Appliances,Kitchenware,SUP14,79.99,"Food preservation, Easy operation",4.5,Keeps food fresh longer
P00835,Stand Mixer,Appliances,Kitchenware,SUP14,199.99,"Multi-function, Durable",4.8,Essential for baking enthusiasts
P00836,Portable Ice Maker,Appliances,Kitchen,SUP04,129.99,"Quick ice production, Compact",4.6,Convenient for parties
P00837,Electric Kettle,Appliances,Kitchenware,SUP14,34.99,"Fast boiling, Cordless",4.4,Perfect for tea and coffee
P00838,Home Theater System,Appliances,Home Theater,SUP14,299.99,"Surround sound, Bluetooth",4.7,Enhances movie experience
P00839,DIY Home Repair Kit,Home Solutions,DIY Tools,SUP59,139.99,"Basic hand tools, Measuring tape",4.6,Ideal for home repairs
P00840,Electric Drill Set,Home Solutions,DIY Tools,SUP59,89.99,"Cordless, Multiple drill bits",4.7,Powerful and easy to use
P00841,Home Painting Kit,Home Solutions,DIY Tools,SUP59,74.99,"Rollers, Brushes, Tray",4.5,Complete set for home painting
P00842,Plumbing Tool Set,Home Solutions,DIY Tools,SUP59,119.99,"Pipe wrenches, Sealant",4.6,Essential for plumbing fixes
P00843,Woodworking Tool Collection,Home Solutions,DIY Tools,SUP59,179.99,"Chisels, Hammer, Saw",4.8,Perfect for woodworking enthusiasts
P00844,Home Electrician Kit,Home Solutions,DIY Tools,SUP59,99.99,"Insulated tools, Voltage tester",4.7,Safe and comprehensive
P00845,Wall Mounting Kit,Home Solutions,DIY Tools,SUP59,49.99,"Drill, Wall plugs, Level",4.5,Everything needed for wall mounting
P00846,Gardening Tool Set,Home Solutions,DIY Tools,SUP59,64.99,"Spade, Fork, Gloves",4.6,Durable tools for gardening
P00847,Car Maintenance Kit,Home Solutions,DIY Tools,SUP59,109.99,"Wrench set, Jack, Tire gauge",4.7,Essential tools for car upkeep
P00848,Heavy Duty Tool Box,Home Solutions,DIY Tools,SUP59,59.99,"Robust case, Organized compartments",4.4,Sturdy and spacious for tools
P00849,Natural Shampoo,Personal Care,Hair Care,SUP07,12.99,"Sulfate-free, 500ml",4.6,"Nourishes hair, eco-friendly"
P00850,Luxury Bath Bombs,Personal Care,Bath,SUP47,19.99,"Assorted scents, 6 pack",4.8,"Relaxing, skin-friendly"
P00851,Beard Grooming Kit,Personal Care,Men's Grooming,SUP07,29.99,"Oil, Balm, Comb",4.7,Complete care for beards
P00852,Moisturizing Hand Cream,Personal Care,Skin Care,SUP47,9.99,"Hydrating, 100ml",4.5,Softens and protects skin
P00853,Hair Styling Gel,Personal Care,Hair Care,SUP07,8.99,"Strong hold, 250ml",4.4,"Non-greasy, long-lasting"
P00854,Silk Sleep Mask,Personal Care,Sleep Aid,SUP47,14.99,"100% silk, Adjustable",4.6,"Comfortable, blocks light effectively"
P00855,Facial Cleansing Brush,Personal Care,Skin Care,SUP07,34.99,"Electric, Gentle bristles",4.7,"Deep cleans, enhances skin"
P00856,Sunscreen SPF 50,Personal Care,Sun Care,SUP47,15.99,"Water-resistant, 150ml",4.5,Effective UV protection
P00857,Anti-Aging Serum,Personal Care,Skin Care,SUP07,39.99,"Vitamin C, 50ml",4.8,"Reduces wrinkles, brightens skin"
P00858,Manicure Set,Personal Care,Nail Care,SUP47,24.99,"Stainless steel, 10-piece",4.6,"Durable, professional quality"
P00859,Aftershave Balm,Personal Care,Men's Grooming,SUP07,14.99,"Soothing, 100ml",4.5,Calms skin post-shave
P00860,Foot Spa Bath Salts,Personal Care,Foot Care,SUP47,12.99,"Epsom salt, 500g",4.6,Relieves foot stress
P00861,Detangling Hair Brush,Personal Care,Hair Care,SUP07,16.99,"Gentle on hair, for all hair types",4.7,"Prevents breakage, smooth combing"
P00862,Body Scrub,Personal Care,Skin Care,SUP47,17.99,"Exfoliating, 250ml",4.6,"Removes dead skin, rejuvenates"
P00863,Organic Lip Balm,Personal Care,Lip Care,SUP07,4.99,"Natural ingredients, 15g",4.5,Hydrates and protects lips
